cliente_id,nombre,dni,fecha_nacimiento,email,telefono,ciudad,provincia,codigo_postal,tipo_poliza,estado_poliza,prima_anual,fecha_alta,num_siniestros,canal_contratacion,importe_ultimo_siniestro,scoring_riesgo,observaciones
283,Carlos Rodríguez,21546081N,1997-05-08,carlos.rodriguez@email.com,+34 617 414 573,Bilbao,Vizcaya,48498,Responsabilidad Civil,Activa,1423.21,2016-05-23,0,Teléfono,14934.13,58.2,null
284,Ana Martínez,39221379Q,1955-12-10,ana.martinez@email.com,+34 668 880 328,Madrid,Madrid,28199,Hogar,Vencida,1298.67,2020-07-04,2,Oficina,1149.3,52.2,Pendiente validación
285,Marta Vázquez,46265058M,1967-04-15,marta.vazquez@email.com,+34 637 572 800,Zaragoza,Zaragoza,50600,Hogar,Activa,1334.6,2018-04-03,2,Online,7095.53,-10.0,NINGUNA
286,Marta Vázquez,8968,1972-10-07,marta.vazquez@email.com,,Murcia,Murcia,30482,Responsabilidad Civil,Pendiente,551.47,2018-08-08,0,Agente,12030.94,54.2,
287,Francisco Álvarez,68237814K,1972-01-02,,+34 691 610 385,Palma,Baleares,07806,Vida,Activa,2478.12,2017-04-28,0,Oficina,11834.26,95.9,Pendiente validación
288,David Navarro,18674163B,1952-02-25,,+34 622 707 597,Murcia,Murcia,30291,Auto,Activa,300.15,2020-02-23,1,Oficina,11399.96,20.6,OK
289,Pedro Sánchez,58548947V,1966-10-23,usuario@,+34 691 880 270,Bilbao,Vizcaya,48679,Vida,Vencida,1679.03,2017-07-05,2,Online,5234.92,65.5,
290,Ana Martínez,37209162C,1967-05-16,ana.martinez@email.com,+34 694 705 760,Valencia,Valencia,46853,Salud,Activa,2053.26,2023-01-24,3,Online,6807.8,4.3,OK
291,Carmen Díaz,67396048L,1990-12-30,carmen.diaz@email.com,+34 664 948 566,Las Palmas,Las Palmas,35701,Salud,Activa,780.91,2017-03-09,3,Teléfono,8924.53,6.6,Pendiente validación
292,Laura Fernández,10224695U,1965-05-21,laura.fernandez@email.com,+34 624 300 279,Palma,Baleares,07444,Salud,Activa,2736.38,2017-05-25,1,Oficina,14609.11,55.2,Pendiente validación
293,Marta Vázquez,24063918P,1955-04-21,marta.vazquez@email.com,+34 683 463 578,Málaga,Málaga,29109,Responsabilidad Civil,Cancelada,2547.94,2019-10-27,0,Agente,4913.21,10.5,null
294,David Navarro,68454884T,1960-06-04,,666 666 666,Bilbao,Vizcaya,48363,Hogar,Activa,1519.03,2021-05-22,2,Online,13847.16,2.2,N/A
295,Ana Martínez,53353746Y,1969-07-31,ana.martinez@email.com,,Valencia,Valencia,11476,Vida,Activa,1351.22,2023-12-20,2,Oficina,4040.35,17.2,NINGUNA
296,María García,NULL,1975-12-29,maria.garcia@email.com,+34 661 748 793,Málaga,Málaga,29931,Auto,Activa,862.39,2022-06-24,1,Online,14836.12,56.5,
297,Raúl Castro,23245696Z,1983-10-30,raul.castro@email.com,+34 610 143 838,Valencia,Valencia,46729,Salud,Cancelada,2243.98,2017-03-29,1,Teléfono,10053.96,70.3,Reclamación abierta
298,María García,92030459F,1958-11-11,maria.garcia@email.com,+34 684 197 819,Las Palmas,Las Palmas,35861,Vida,Cancelada,568.88,2020-12-08,3,Oficina,6952.67,20.2,Pendiente validación
299,Ana Martínez,58123406B,1993-05-23,ana.martinez@email.com,0034 660508271,Málaga,Málaga,29670,Salud,Activa,2104.67,2017-08-02,0,Oficina,9200.86,66.8,OK
300,Andrés Ramos,65229602Q,1956-06-10,andres.ramos@email.com,+34 621 580 336,Sevilla,Sevilla,41294,Salud,Activa,2558.88,2023-05-24,1,Teléfono,4087.97,18.2,Revisar
301,Antonio Moreno,11074961O,1955-04-17,antonio.moreno@email.com,+34-693-973-652,Barcelona,Barcelona,08661,Auto,Pendiente,839.72,2023-12-04,0,Agente,4112.61,61.3,OK
302,Ana Martínez,21950571P,1979-11-18,ana.martinez@email.com,+34 671 367 420,Murcia,Murcia,30506,Responsabilidad Civil,Activa,2626.0,2017-06-25,1,Online,1703.32,41.2,N/A
303,Miguel Ruiz,61465754H,2020-06-15,miguel.ruiz@email.com,+34 651 801 982,Sevilla,Sevilla,41395,Hogar,Activa,293.3,2015-01-13,0,Teléfono,1710.75,65.4,Revisar
304,David Navarro,22866619N,1965-01-20,david.navarro@email.com,+34 620 714 782,Palma,Baleares,07989,Responsabilidad Civil,Activa,2755.8,2016-08-25,1,Oficina,5215.08,99.5,OK
305,Andrés Ramos,79583832Q,1978-12-22,andres.ramos@email.com,+34 626 580 515,malaga,Zaragoza,50196,Vida,Pendiente,531.41,2015-07-19,2,Teléfono,11442.83,93.8,Sin observaciones
306,Sara Gil,99858638N,2020-06-15,sara.gil@email.com,+34 694 952 523,Barcelona,Barcelona,08561,Responsabilidad Civil,Activa,2008.13,2022-03-18,2,Oficina,9119.57,0.4,OK
307,Juan López,57347699G,1987-12-18,N/A,+34 632 667 489,Sevilla,Sevilla,41738,Vida,Activa,900.23,2019-11-27,0,Teléfono,1538.77,88.5,Reclamación abierta
308,Antonio Moreno,15241218L,1976-03-14,antonio.moreno@email.com,679449497,Bilbao,Vizcaya,48857,Vida,Cancelada,2542.35,2016-03-23,2,Agente,12783.55,6.6,Cliente preferente
309,Juan López,15481140X,1998-10-19,juan.lopez@email.com,+34 673 598 921,Valencia,Valencia,46186,Hogar,Cancelada,1634.44,2019-12-17,3,Oficina,9020.51,95.3,null
310,Marta Vázquez,72697275Z,1963-04-20,marta.vazquez@email.com,,Palma,Baleares,07176,Auto,Activa,578.68,2017-04-20,0,Teléfono,14412.83,28.2,Pendiente validación
311,Miguel Ruiz,75658413O,1950-12-07,miguel.ruiz@email.com,,Bilbao,Vizcaya,48988,Hogar,Activa,1798.78,2023-08-09,1,Agente,10052.78,38.2,N/A
312,María García,64856856N,1980-08-12,maria.garcia@email.com,,Barcelona,,08815,Responsabilidad Civil,Cancelada,1342.07,2016-08-12,4,Agente,2627.62,9.2,NINGUNA
313,Carmen Díaz,29659206Q,1995-11-27,carmen.diaz@email.com,+34 672 203 950,Valencia,Valencia,16132,Vida,Vencida,2052.05,2018-02-27,1,Online,7106.75,11.2,
314,Isabel Jiménez,68224509L,1973-04-01,isabel.jimenez@email.com,+34 637 372 105,Palma,Baleares,07245,Salud,Cancelada,2669.33,2023-01-15,3,Oficina,9727.46,72.7,OK
315,Javier Domínguez,65940773P,1950-05-19,javier.dominguez@email.com,+34 628 283 127,Zaragoza,Zaragoza,50760,Salud,Activa,1346.29,2020-09-21,2,Online,423.97,94.4,Sin observaciones
316,Elena Torres,29651515V,1950-12-25,,+34 675 649 218,Barcelona,Barcelona,08210,Vida,Activa,1011.67,2016-06-03,2,Agente,223.65,61.1,Sin observaciones
317,Antonio Moreno,93629045U,1976-08-06,antonio.moreno@email.com,+34 646 470 343,Palma,Baleares,07740,Hogar,Pendiente,240.64,2017-11-02,2,Online,1941.05,71.6,NINGUNA
318,Ana Martínez,91576052B,1954-06-16,ana.martinez@email.com,+34 677 825 317,Sevilla,Sevilla,41864,Auto,Pendiente,1809.55,2016-12-25,1,Online,3774.97,76.2,
319,Andrés Ramos,80047063H,1993-10-18,sin_arroba.com,+34 658 398 775,Palma,Baleares,07777,Hogar,Activa,1326.37,2022-04-24,0,Teléfono,6443.24,26.3,Pendiente validación
320,Lucía Romero,NULL,1963-09-14,lucia.romero@email.com,+34 667 368 407,Barcelona,Barcelona,08396,Vida,Activa,1249.02,2017-09-14,1,Online,7311.61,4.5,Pendiente validación
321,Elena Torres,59909831U,1986-05-15,elena.torres@email.com,+34 667 387 204,Las Palmas,Las Palmas,35525,Vida,Cancelada,712.22,2017-03-13,4,Agente,2070.41,0.2,OK
322,Carlos Rodríguez,52721553R,1968-03-19,N/A,+34 669 593 182,Sevilla,Sevilla,41748,Auto,Activa,1404.15,2022-01-26,1,Online,10100.87,35.1,-
323,Lucía Romero,58055661O,1955-11-22,lucia.romero@email.com,631663516,Bilbao,Vizcaya,48890,Responsabilidad Civil,Activa,2956.44,2021-06-07,2,Oficina,8942.07,24.1,Cliente preferente
324,Raúl Castro,36931806F,1975-10-26,raul.castro@email.com,+34 665 895 996,Barcelona,Barcelona,08433,Responsabilidad Civil,Activa,1033.71,2016-06-10,1,Teléfono,4416.96,6.2,null
325,María García,54721695K,,maria.garcia@email.com,+34 651 309 915,Las Palmas,Las Palmas,35622,Auto,Activa,1879.17,2019-07-24,2,Agente,204.9,18.0,Cliente preferente
326,Miguel Ruiz,42134444Y,1982-08-28,miguel.ruiz@email.com,666 666 666,Madrid,Madrid,28682,Responsabilidad Civil,Activa,2374.16,2018-02-12,2,Online,1164.72,12.4,null
327,David Navarro,80318880F,1968-11-27,david.navarro@email.com,+34 685 571 819,Zaragoza,Zaragoza,50770,Salud,Cancelada,2297.64,2016-04-04,0,Oficina,5875.42,91.5,Cliente preferente
328,Javier Domínguez,16737320H,1984-02-04,javier.dominguez@email.com,+34-663-423-186,Las Palmas,Las Palmas,35827,Responsabilidad Civil,Activa,1120.57,2022-11-19,1,Agente,2309.62,14.0,Sin observaciones
329,David Navarro,33773962V,1994-05-22,david.navarro@email.com,+34 625 283 687,Madrid,Madrid,28637,Responsabilidad Civil,Activa,1910.41,2021-12-27,0,Online,5652.29,53.8,NINGUNA
330,Francisco Álvarez,58018519I,1953-07-31,,+34 640 571 474,Murcia,Murcia,30897,Responsabilidad Civil,Activa,2639.54,2017-07-20,4,Teléfono,9422.74,59.3,null
331,Patricia Blanco,48836811Y,1990-08-31,patricia.blanco@email.com,+34 623 848 636,Valencia,Valencia,46261,Salud,Activa,243.25,2020-06-09,0,Online,8208.56,54.3,null
332,Sara Gil,46097069O,1957-04-14,sara.gil@email.com,+34 643 678 349,Las Palmas,Las Palmas,35529,Responsabilidad Civil,Activa,1420.06,2015-11-21,1,Agente,3467.64,150.0,N/A
333,Juan López,NULL,1978-06-26,juan.lopez@email.com,+34 633 609 729,Málaga,Málaga,29713,Salud,Activa,827.97,2016-08-01,1,Agente,5157.34,31.9,Cliente preferente
334,Juan López,74274067A,1978-01-12,juan.lopez@email.com,+34 682 381 459,Zaragoza,Zaragoza,50168,Auto,Cancelada,1288.17,2022-09-09,0,Agente,9210.47,5.1,OK
335,Patricia Blanco,51965471R,1966-12-30,patricia.blanco@email.com,+34 619 310 934,Las Palmas,Las Palmas,35232,Hogar,Activa,1364.77,2023-11-21,1,Oficina,12912.83,-10.0,null
336,Marta Vázquez,32490736,,marta.vazquez@email.com,+34 633 104 294,Madrid,Madrid,28288,Auto,Activa,99999.0,2022-12-08,0,Online,11298.2,18.9,-
337,Raúl Castro,86070913A,1954-09-05,raul.castro@email.com,+34 667 382 563,Málaga,Málaga,29822,Hogar,Activa,462.7,2019-03-18,1,Online,8301.0,56.2,Sin observaciones
338,Antonio Moreno,42356072M,1959-12-10,espacios en email@mail.com,+34 624 262 559,Zaragoza,Zaragoza,50854,Auto,Activa,1635.23,2023-11-18,0,Online,5434.39,69.3,Reclamación abierta
339,Pedro Sánchez,95936029A,1978-09-16,,+34 662 655 381,Málaga,Málaga,29777,Hogar,Pendiente,1779.75,2023-03-27,1,Teléfono,5475.77,53.2,OK
340,Sara Gil,61599948T,1982-11-30,sara.gil@email.com,+34 656 261 450,Sevilla,Sevilla,41672,Hogar,Activa,1583.64,2021-12-24,1,Oficina,13191.26,43.4,Cliente preferente
341,Isabel Jiménez,70350105V,1996-02-28,isabel.jimenez@email.com,+34 659 951 239,Madrid,Madrid,28973,Vida,Vencida,2249.25,2020-06-23,1,Oficina,588.65,38.7,Pendiente validación
342,Laura Fernández,51208934B,1971-01-15,laura.fernandez@email.com,+34 696 231 186,Palma,Baleares,07378,Hogar,Activa,1274.62,2021-07-09,1,Teléfono,14819.74,84.2,Cliente preferente
343,María García,47436581G,1953-04-22,maria.garcia@email.com,+34 657 282 467,Sevilla,,41529,Hogar,Pendiente,2845.91,2021-05-20,3,Oficina,9965.63,21.9,N/A
344,Miguel Ruiz,67376857N,1986-07-02,miguel.ruiz@email.com,+34 610 345 700,Zaragoza,Zaragoza,50724,Vida,Activa,1549.05,2016-04-19,0,Teléfono,10217.07,73.4,OK
345,Francisco Álvarez,34455289R,1955-05-15,,666 666 666,Zaragoza,Zaragoza,50641,Responsabilidad Civil,Cancelada,1799.4,2017-12-13,1,Agente,569.97,75.7,Sin observaciones
346,Francisco Álvarez,48400142B,1951-07-12,francisco.alvarez@email.com,+34 630 951 532,Barcelona,Barcelona,08934,Responsabilidad Civil,Activa,2511.49,2019-01-21,3,Agente,9082.94,41.9,N/A
347,Laura Fernández,52664041W,1993-06-27,,+34 695 568 545,Madrid,Madrid,28260,Vida,Activa,970.66,2019-05-22,3,Oficina,7271.67,-10.0,
348,Elena Torres,70711339Q,1988-01-15,elena.torres@email.com,+34 647 864 242,Murcia,Murcia,30845,Salud,Pendiente,410.57,2018-12-14,0,Agente,1586.68,47.1,Sin observaciones
349,Carlos Rodríguez,70344167K,1952-06-01,,+34 661 401 124,Murcia,Murcia,30998,Hogar,Pendiente,2181.8,2016-09-23,1,Agente,4168.83,9.3,null
350,Pedro Sánchez,91500098F,1963-01-14,,+34 630 988 989,Zaragoza,,50552,Hogar,Activa,1552.43,2016-12-03,2,Agente,13354.72,4.6,
351,Lucía Romero,14409352F,1966-01-24,lucia.romero@email.com,+34 614 169 724,Murcia,Murcia,30988,Vida,Activa,2710.21,2021-09-22,1,Online,8249.83,11.2,Pendiente validación
352,Raúl Castro,98997222I,1985-03-27,,+34 656 570 190,Valencia,Valencia,46950,Vida,Activa,2951.5,2017-09-08,0,Agente,6201.25,18.7,N/A
353,Sara Gil,52307399R,1969-08-15,sara.gil@email.com,+34 627 760 838,VALENCIA,Barcelona,08269,Salud,Pendiente,1317.51,2018-08-20,0,Online,1090.23,50.4,Sin observaciones
354,Ana Martínez,11308507T,1985-07-18,ana.martinez@email.com,+34 695 971 762,Zaragoza,Zaragoza,32970,Responsabilidad Civil,Activa,1363.23,2020-05-12,1,Teléfono,10711.82,84.9,Revisar
355,Miguel Ruiz,89491182G,1971-09-17,miguel.ruiz@email.com,+34 673 651 341,Murcia,Murcia,30797,Auto,Activa,1342.3,2016-07-12,0,Teléfono,10542.76,23.6,Revisar
356,Raúl Castro,29628490T,1964-08-22,raul.castro@email.com,666865867,sevilla,Madrid,28156,Responsabilidad Civil,Cancelada,1108.75,2015-08-10,1,Teléfono,9210.65,93.5,NINGUNA
357,Javier Domínguez,80189955F,1969-11-26,javier.dominguez@email.com,+34 681 602 302,Las Palmas,Las Palmas,35339,Hogar,Pendiente,2388.72,2019-04-06,1,Teléfono,7653.94,95.5,NINGUNA
358,Lucía Romero,30606265V,1987-01-14,,+34 670 291 104,Palma,Baleares,07868,Vida,Cancelada,2325.19,2021-01-14,0,Teléfono,6506.77,95.9,Reclamación abierta
359,Andrés Ramos,73644057C,1956-09-20,andres.ramos@email.com,+34 662 410 648,Sevilla,Sevilla,41457,Salud,Pendiente,1540.21,2015-12-14,0,Agente,8899.07,83.8,
360,Antonio Moreno,50819838I,1985-07-27,,+34 665 542 336,Sevilla,Sevilla,41300,Responsabilidad Civil,Pendiente,325.05,2018-03-28,1,Agente,3500.93,36.4,-
361,Patricia Blanco,43283771J,1957-09-09,patricia.blanco@email.com,685915405,Valencia,Valencia,46543,Salud,Activa,1066.77,2017-06-07,3,Agente,14118.89,7.3,OK
362,Marta Vázquez,636585572,1968-03-09,marta.vazquez@email.com,+34 611 548 459,Málaga,Málaga,29936,Responsabilidad Civil,Activa,1018.45,2017-07-10,0,Teléfono,8831.92,56.9,Cliente preferente
363,Patricia Blanco,36098641V,1960-06-22,patricia.blanco@email.com,+34 669 918 129,Madrid,Madrid,28926,Hogar,Pendiente,2471.04,2018-06-12,4,Teléfono,4667.89,55.9,null
364,Laura Fernández,24150540Y,1959-09-07,laura.fernandez@email.com,+34 620 207 943,Málaga,Málaga,29401,Auto,Activa,445.21,2022-06-02,0,Online,6745.2,85.0,Pendiente validación
365,Carmen Díaz,11992825S,1991-12-01,carmen.diaz@email.com,+34 648 701 816,Barcelona,Barcelona,08205,Salud,Vencida,2455.89,2016-02-09,0,Oficina,12085.27,99.6,Revisar
366,Francisco Álvarez,40559798N,1960-05-30,francisco.alvarez@email.com,+34 681 544 992,Palma,Baleares,07901,Salud,Activa,2073.71,2018-07-04,0,Agente,2424.24,50.8,-
367,María García,46286070U,1966-10-26,maria.garcia@email.com,+34 663 831 989,Barcelona,,08200,Auto,Activa,2250.84,2016-11-07,1,Oficina,4392.53,34.5,NINGUNA
368,María García,20556086S,1974-11-25,maria.garcia@email.com,+34 682 714 834,Zaragoza,Zaragoza,50196,Salud,Vencida,1410.2,2016-08-11,2,Teléfono,10192.62,18.6,-
369,Sara Gil,33289643R,1950-12-31,sara.gil@email.com,+34 667 795 594,Madrid,Madrid,28764,Salud,Cancelada,2103.23,2019-06-09,2,Teléfono,4732.34,0.5,
370,Juan López,99597893R,1992-12-14,juan.lopez@email.com,+34 643 346 642,Zaragoza,Zaragoza,16580,Responsabilidad Civil,Activa,1905.28,2022-02-18,0,Teléfono,11887.53,50.9,Reclamación abierta
371,Javier Domínguez,51681557E,1955-02-07,javier.dominguez@email.com,+34-681-818-216,Bilbao,Vizcaya,48605,Responsabilidad Civil,Pendiente,2353.14,2023-01-31,1,Oficina,1956.8,55.6,null
372,Miguel Ruiz,58226615I,1995-03-05,,+34 610 538 377,Murcia,Murcia,30764,Auto,Cancelada,1450.96,2023-07-16,0,Online,11440.29,82.5,-
373,Lucía Romero,91718171J,1969-05-25,lucia.romero@email.com,+34 649 712 210,Sevilla,Sevilla,41537,Hogar,Activa,1523.91,2023-12-29,1,Teléfono,1025.28,150.0,Pendiente validación
374,María García,17778748V,1971-12-13,N/A,+34 610 932 860,Las Palmas,Las Palmas,35478,Salud,Activa,2002.01,2021-12-01,1,Online,188.89,91.6,
375,Javier Domínguez,79055694A,1956-07-12,javier.dominguez@email.com,+34 672 589 793,Zaragoza,Zaragoza,50172,Hogar,Pendiente,502.62,2021-12-09,2,Online,13473.35,62.8,N/A
376,Elena Torres,87066032U,1991-04-08,@dominio.com,+34 651 504 434,Málaga,Málaga,29353,Auto,Pendiente,1421.48,2019-05-14,0,Agente,8720.09,84.0,Pendiente validación
377,Laura Fernández,46159646Z,1960-10-10,laura.fernandez@email.com,+34 690 121 777,Bilbao,Vizcaya,48615,Auto,Activa,2921.46,2016-07-19,0,Oficina,5277.4,14.8,Cliente preferente
378,Ana Martínez,20717207T,,ana.martinez@email.com,+34 689 107 801,Sevilla,Sevilla,41848,Responsabilidad Civil,Pendiente,305.15,2022-01-15,1,Teléfono,3488.92,85.5,Reclamación abierta
379,Francisco Álvarez,6670,1989-08-26,,+34 656 884 628,Zaragoza,Zaragoza,50649,Salud,Pendiente,1084.81,2016-12-04,2,Online,9253.29,67.5,null
380,Javier Domínguez,81297755L,1971-03-14,,,Bilbao,Vizcaya,48119,Vida,Activa,1079.51,2023-06-05,2,Oficina,7635.03,17.0,Reclamación abierta
381,Patricia Blanco,86123517T,1994-04-05,,+34 690 595 689,Bilbao,Vizcaya,48724,Auto,Cancelada,1973.7,2022-11-08,1,Oficina,14873.97,19.0,Reclamación abierta
382,Laura Fernández,30808635X,1956-10-26,laura.fernandez@email.com,+34 654 873 262,Madrid,Madrid,28634,Salud,Activa,496.24,2023-10-21,2,Teléfono,14748.24,92.7,
383,David Navarro,61756593Q,1986-06-25,david.navarro@email.com,+34 623 338 171,Barcelona,Barcelona,08520,Hogar,Activa,1959.92,2017-05-07,1,Agente,9525.37,3.2,Reclamación abierta
384,Laura Fernández,70111794I,1999-07-31,laura.fernandez@email.com,0034 652738237,Bilbao,Vizcaya,48545,Responsabilidad Civil,Cancelada,466.11,2018-07-08,0,Agente,6643.06,46.3,NINGUNA
385,Sara Gil,14790691Z,1953-02-11,sara.gil@email.com,+34 636 368 852,Valencia,Valencia,46978,Hogar,Pendiente,465.87,2016-08-07,2,Online,7367.11,31.3,OK
386,Marta Vázquez,37950196B,2020-06-15,,+34 640 344 774,Barcelona,Barcelona,08235,Auto,Cancelada,2238.91,2022-06-26,1,Agente,10237.19,66.5,Pendiente validación
387,David Navarro,86961279D,1966-01-02,david.navarro@email.com,+34 669 105 808,Sevilla,Sevilla,41604,Auto,Activa,1107.58,2015-08-20,3,Agente,1523.62,84.0,null
388,Raúl Castro,27066318B,1960-09-11,raul.castro@email.com,+34 695 669 916,Sevilla,Sevilla,41859,Hogar,Activa,2936.78,2021-05-06,1,Agente,4925.28,36.0,Pendiente validación
389,Laura Fernández,60277283F,1983-12-27,laura.fernandez@email.com,+34 632 316 125,Sevilla,Sevilla,41400,Auto,Activa,304.59,2023-03-07,1,Oficina,1129.08,42.7,N/A
390,Francisco Álvarez,21186361V,1950-10-04,francisco.alvarez@email.com,+34 656 104 631,Sevilla,Sevilla,41708,Salud,Activa,1446.3,2022-12-31,2,Teléfono,1100.41,98.2,Reclamación abierta
391,Javier Domínguez,76146940L,1998-03-21,javier.dominguez@email.com,+34 615 809 670,Valencia,Valencia,25379,Auto,Activa,516.78,2018-05-30,0,Oficina,2937.59,78.4,Reclamación abierta
392,Javier Domínguez,47998210M,1967-05-09,javier.dominguez@email.com,+34 673 853 245,Zaragoza,Zaragoza,50746,Responsabilidad Civil,Activa,1183.86,2015-02-21,0,Oficina,7278.8,89.7,Cliente preferente
393,Elena Torres,38175911U,1982-09-14,elena.torres@email.com,+34 613 884 348,sevilla,Baleares,07866,Salud,Activa,2995.02,2020-12-03,2,Teléfono,11771.61,43.9,Reclamación abierta
394,Carlos Rodríguez,71688718A,1993-07-20,carlos.rodriguez@email.com,+34 623 561 112,Bilbao,Vizcaya,48377,Vida,Pendiente,2688.76,2016-06-21,2,Oficina,7282.44,23.4,Reclamación abierta
395,María García,38207970Z,1996-10-05,maria.garcia@email.com,+34 616 483 655,Sevilla,Sevilla,41232,Auto,Activa,335.31,2016-06-24,3,Online,5032.15,41.2,Pendiente validación
396,Laura Fernández,21950831W,1983-09-11,laura.fernandez@email.com,+34 624 118 674,Barcelona,Barcelona,08849,Auto,Activa,1777.12,2017-11-08,0,Online,1235.29,71.6,Pendiente validación
397,Antonio Moreno,42386345L,1978-10-04,antonio.moreno@email.com,,Barcelona,Barcelona,08626,Responsabilidad Civil,Activa,2013.9,2017-03-25,1,Oficina,8254.43,10.9,Revisar
398,Laura Fernández,21360589B,1961-07-10,laura.fernandez@email.com,+34 628 711 774,Bilbao,Vizcaya,28776,Responsabilidad Civil,Activa,786.7,2018-11-16,0,Agente,4069.03,27.0,Revisar
399,Carlos Rodríguez,39124900E,1981-09-25,carlos.rodriguez@email.com,,Zaragoza,Zaragoza,50225,Hogar,Activa,606.3,2022-10-09,1,Oficina,9224.01,4.7,Pendiente validación
400,Juan López,38487589M,1979-10-22,juan.lopez@email.com,+34 653 971 416,Las Palmas,Las Palmas,35444,Hogar,Activa,2732.27,2019-07-11,1,Agente,14657.82,43.2,null
401,Raúl Castro,25648245O,1985-03-24,raul.castro@email.com,+34 626 426 462,Las Palmas,Las Palmas,35116,Hogar,Pendiente,2912.69,2022-04-19,4,Oficina,1669.71,82.7,-
402,Antonio Moreno,73640055G,1952-12-24,antonio.moreno@email.com,+34 659 164 454,Palma,Baleares,07923,Responsabilidad Civil,Activa,2977.3,2016-02-23,2,Online,3181.88,2.5,NINGUNA
403,Patricia Blanco,7819,2020-06-15,patricia.blanco@email.com,+34 641 263 240,Zaragoza,Zaragoza,50661,Hogar,Cancelada,2411.33,2021-06-14,0,Agente,7096.42,67.5,Cliente preferente
404,María García,16491878F,1950-01-25,,+34 679 925 227,Bilbao,Vizcaya,48746,Hogar,Vencida,2057.81,2017-05-13,0,Online,14529.21,93.2,N/A
405,Laura Fernández,79069690Y,1976-09-25,espacios en email@mail.com,666 666 666,Las Palmas,Las Palmas,35729,Vida,Pendiente,1168.04,2015-07-05,0,Oficina,11577.15,23.7,-
406,Lucía Romero,12844664B,,lucia.romero@email.com,+34 677 907 286,Las Palmas,Las Palmas,35477,Hogar,Activa,0.0,2015-09-18,0,Teléfono,13473.44,69.4,Revisar
407,Carlos Rodríguez,76670197,1985-06-01,carlos.rodriguez@email.com,,Las Palmas,Las Palmas,35917,Auto,Vencida,421.15,2019-04-01,0,Agente,5005.72,97.5,Reclamación abierta
408,Javier Domínguez,48785284A,1972-02-03,javier.dominguez@email.com,,Málaga,Málaga,29159,Responsabilidad Civil,Activa,2141.23,2018-07-20,0,Agente,14880.58,96.2,Pendiente validación
409,Javier Domínguez,31320139X,1969-12-22,javier.dominguez@email.com,+34 637 963 336,Valencia,Valencia,46736,Salud,Activa,2397.23,2021-01-16,0,Oficina,1542.49,23.5,Revisar
410,Juan López,14600108W,1972-12-23,juan.lopez@email.com,+34 675 386 870,Bilbao,Vizcaya,48566,Vida,Pendiente,2514.07,2022-12-27,1,Oficina,794.59,10.0,Reclamación abierta
411,Marta Vázquez,79963054K,1981-03-09,marta.vazquez@email.com,+34 617 891 882,Murcia,Murcia,51275,Responsabilidad Civil,Cancelada,2758.54,2017-01-31,1,Agente,12834.04,200.0,OK
412,Raúl Castro,47407753C,1973-02-17,raul.castro@email.com,+34 652 258 300,Madrid,Madrid,28490,Responsabilidad Civil,Activa,2663.8,2015-08-12,4,Teléfono,13908.97,70.2,
413,Francisco Álvarez,29432053N,1978-07-26,francisco.alvarez@email.com,+34 654 875 682,Madrid,Madrid,28784,Auto,Activa,2999.28,2018-07-03,4,Oficina,1358.78,72.6,Reclamación abierta
414,Andrés Ramos,88981711J,1991-03-05,,+34 666 897 557,Zaragoza,Zaragoza,50286,Hogar,Activa,883.38,2015-06-29,1,Oficina,1701.41,67.4,-
415,Ana Martínez,58436828J,1981-07-25,ana.martinez@email.com,+34 627 981 296,Bilbao,Vizcaya,48597,Auto,Activa,50000.0,2020-08-29,1,Oficina,497.61,33.6,Sin observaciones
416,María García,66437579I,1993-02-07,maria.garcia@email.com,+34 648 671 709,Bilbao,Vizcaya,48699,Hogar,Activa,1842.09,2019-07-06,1,Teléfono,1567.61,17.0,Reclamación abierta
417,María García,61255428T,1973-07-24,maria.garcia@email.com,+34 652 481 272,Madrid,Madrid,28814,Hogar,Vencida,931.49,2016-09-23,0,Agente,3141.3,58.1,null
418,Patricia Blanco,57602635A,1955-07-08,patricia.blanco@email.com,+34 632 552 449,Madrit,Baleares,07460,Responsabilidad Civil,Vencida,2949.33,2023-12-26,2,Online,14551.15,48.4,Sin observaciones
419,Isabel Jiménez,20856760V,,isabel.jimenez@email.com,666 666 666,VALENCIA,Madrid,28922,Hogar,Pendiente,2714.11,2019-03-17,0,Oficina,10017.9,72.9,OK
420,Laura Fernández,58830419Y,1953-01-03,laura.fernandez@email.com,+34 613 192 105,Bilbao,Vizcaya,48931,Vida,Activa,559.84,2020-10-06,0,Teléfono,11678.3,44.1,null
421,Francisco Álvarez,60629738E,1974-12-02,francisco.alvarez@email.com,+34 641 717 245,Las Palmas,Las Palmas,35548,Vida,Cancelada,273.24,2023-08-31,3,Agente,11642.09,33.9,null
422,Ana Martínez,65757486E,1950-07-07,ana.martinez@email.com,+34 624 523 989,Palma,Baleares,07793,Vida,Vencida,99999.0,2022-08-02,2,Agente,8026.11,29.3,OK
423,María García,19714891E,1982-09-18,maria.garcia@email.com,+34 682 840 301,Sevilla,Sevilla,41963,Responsabilidad Civil,Pendiente,1891.57,2020-05-17,1,Teléfono,11962.33,21.1,Revisar
424,María García,12320688Q,1977-12-12,maria.garcia@email.com,+34 693 105 723,Murcia,Murcia,30779,Auto,Activa,2820.28,2016-09-06,2,Oficina,8937.11,26.6,Cliente preferente
